,real,predict
2009-04-28,85.15799999999999,
2009-04-29,84.47399999999999,
2009-04-30,84.61399999999999,
2009-05-01,84.546,
2009-05-04,83.97,
2009-05-05,84.15700000000001,
2009-05-06,83.803,
2009-05-07,83.941,
2009-05-08,82.529,
2009-05-11,82.678,
2009-05-12,82.306,
2009-05-13,82.499,
2009-05-14,82.279,
2009-05-15,83.024,
2009-05-18,82.667,
2009-05-19,81.978,
2009-05-20,80.985,
2009-05-21,80.558,
2009-05-22,79.958,
2009-05-25,80.024,
2009-05-26,80.131,
2009-05-27,80.332,
2009-05-28,80.43301,
2009-05-29,79.348,
2009-06-01,79.17101,
2009-06-02,78.40401,
2009-06-03,79.5,
2009-06-04,79.414,
2009-06-05,80.67000999999999,
2009-06-08,80.90899999999999,
2009-06-09,79.78699999999999,
2009-06-10,80.329,
2009-06-11,79.41,
2009-06-12,80.14201,
2009-06-15,81.14001,
2009-06-16,80.709,
2009-06-17,80.16901,
2009-06-18,80.609,
2009-06-19,80.26401,
2009-06-22,80.783,
2009-06-23,79.84100000000001,
2009-06-24,80.55601,
2009-06-25,80.40301,
2009-06-26,79.87801,
2009-06-29,79.83501,
2009-06-30,80.133,
2009-07-01,79.634,
2009-07-02,80.15100000000001,
2009-07-03,80.382,
2009-07-06,80.454,
2009-07-07,80.62100000000001,
2009-07-08,80.76601,
2009-07-09,79.86401,
2009-07-10,80.233,
2009-07-13,80.12601,
2009-07-14,80.18401,
2009-07-15,79.316,
2009-07-16,79.21600000000001,
2009-07-17,79.347,
2009-07-20,78.90701,
2009-07-21,78.92699999999999,
2009-07-22,78.706,
2009-07-23,78.803,
2009-07-24,78.749,
2009-07-27,78.62601,
2009-07-28,78.85001,
2009-07-29,79.63,
2009-07-30,79.285,
2009-07-31,78.347,
2009-08-03,77.639,
2009-08-04,77.76501,
2009-08-05,77.51701,
2009-08-06,78.065,
2009-08-07,78.97501,
2009-08-10,79.256,
2009-08-11,79.176,
2009-08-12,78.79,
2009-08-13,78.48901,
2009-08-14,78.885,
2009-08-17,79.29201,
2009-08-18,78.937,
2009-08-19,78.469,
2009-08-20,78.384,
2009-08-21,78.04401,
2009-08-24,78.271,
2009-08-25,78.243,
2009-08-26,78.661,
2009-08-27,78.009,
2009-08-28,78.366,
2009-08-31,78.172,
2009-09-01,78.76,
2009-09-02,78.37601,
2009-09-03,78.465,
2009-09-04,78.13600000000001,
2009-09-07,78.012,
2009-09-08,77.32301,
2009-09-09,77.09,
2009-09-10,76.817,
2009-09-11,76.608,
2009-09-14,76.69501,
2009-09-15,76.54401,
2009-09-16,76.236,
2009-09-17,76.188,
2009-09-18,76.425,
2009-09-21,76.77600000000001,
2009-09-22,76.118,
2009-09-23,76.047,
2009-09-24,76.9,
2009-09-25,76.812,
2009-09-28,77.051,
2009-09-29,77.124,
2009-09-30,76.653,
2009-10-01,77.188,
2009-10-02,77.00301,
2009-10-05,76.64201,
2009-10-06,76.33501,
2009-10-07,76.494,
2009-10-08,75.96600000000001,
2009-10-09,76.43101,
2009-10-12,76.12601,
2009-10-13,75.97601,
2009-10-14,75.551,
2009-10-15,75.48100000000001,
2009-10-16,75.597,
2009-10-19,75.51,
2009-10-20,75.565,
2009-10-21,74.972,
2009-10-22,75.094,
2009-10-23,75.468,
2009-10-26,76.061,
2009-10-27,76.135,
2009-10-28,76.425,
2009-10-29,75.917,
2009-10-30,76.3,
2009-11-02,76.29,
2009-11-03,76.38600000000001,
2009-11-04,75.64301,
2009-11-05,75.741,
2009-11-06,75.819,
2009-11-09,75.02600000000001,
2009-11-10,75.021,
2009-11-11,75.16199999999999,
2009-11-12,75.596,
2009-11-13,75.33400999999999,
2009-11-16,74.89399999999999,
2009-11-17,75.369,
2009-11-18,75.18500999999999,
2009-11-19,75.29301,
2009-11-20,75.65601,
2009-11-23,75.08501,
2009-11-24,75.068,
2009-11-25,74.26899999999999,
2009-11-26,74.82600000000001,
2009-11-27,74.99600000000001,
2009-11-30,74.87901,
2009-12-01,74.36501,
2009-12-02,74.66901,
2009-12-03,74.631,
2009-12-04,75.911,
2009-12-07,75.76701,
2009-12-08,76.31000999999999,
2009-12-09,76.038,
2009-12-10,76.04500999999999,
2009-12-11,76.57301,
2009-12-14,76.35200999999999,
2009-12-15,76.96101,
2009-12-16,76.995,
2009-12-17,77.694,
2009-12-18,77.82101,
2009-12-21,78.03699999999999,
2009-12-22,78.25,
2009-12-23,77.89699999999999,
2009-12-24,77.734,
2009-12-28,77.633,
2009-12-29,77.831,
2009-12-30,77.914,
2009-12-31,77.86,
2010-01-04,77.525,
2010-01-05,77.619,
2010-01-06,77.493,
2010-01-07,77.913,
2010-01-08,77.471,
2010-01-11,77.005,
2010-01-12,76.954,
2010-01-13,76.846,
2010-01-14,76.732,
2010-01-15,77.32301,
2010-01-18,77.064,
2010-01-19,77.5,
2010-01-20,78.33801,
2010-01-21,78.32001,
2010-01-22,78.277,
2010-01-25,78.19,
2010-01-26,78.43200999999999,
2010-01-27,78.675,
2010-01-28,78.90401,
2010-01-29,79.46200999999999,
2010-02-01,79.242,
2010-02-02,79.014,
2010-02-03,79.372,
2010-02-04,79.916,
2010-02-05,80.441,
2010-02-08,80.30199999999999,
2010-02-09,79.86301,
2010-02-10,80.02801,
2010-02-11,79.994,
2010-02-12,80.218,
2010-02-15,80.332,
2010-02-16,79.7,
2010-02-17,80.37601,
2010-02-18,80.398,
2010-02-19,80.64301,
2010-02-22,80.507,
2010-02-23,80.85001,
2010-02-24,80.84900999999999,
2010-02-25,80.78699999999999,
2010-02-26,80.36201,
2010-03-01,80.658,
2010-03-02,80.521,
2010-03-03,79.97700999999999,
2010-03-04,80.561,
2010-03-05,80.43200999999999,
2010-03-08,80.43200999999999,
2010-03-09,80.592,
2010-03-10,80.44501,
2010-03-11,80.32301,
2010-03-12,79.833,
2010-03-15,80.25101,
2010-03-16,79.75301,
2010-03-17,79.638,
2010-03-18,80.22501,
2010-03-19,80.72400999999999,
2010-03-22,80.65100000000001,
2010-03-23,80.896,
2010-03-24,81.83801,
2010-03-25,82.12,
2010-03-26,81.676,
2010-03-29,81.358,
2010-03-30,81.47,
2010-03-31,81.07301,
2010-04-01,80.77600000000001,
2010-04-02,81.173,
2010-04-05,81.094,
2010-04-06,81.387,
2010-04-07,81.443,
2010-04-08,81.53399999999999,
2010-04-09,81.093,
2010-04-12,80.562,
2010-04-13,80.507,
2010-04-14,80.19,
2010-04-15,80.482,
2010-04-16,80.82401,
2010-04-19,81.00001,
2010-04-20,81.04899999999999,
2010-04-21,81.161,
2010-04-22,81.567,
2010-04-23,81.35200999999999,
2010-04-26,81.48100000000001,
2010-04-27,82.146,
2010-04-28,82.381,
2010-04-29,82.00301,
2010-04-30,81.866,
2010-05-03,82.272,
2010-05-04,83.29899999999999,
2010-05-05,84.079,
2010-05-06,84.89399999999999,
2010-05-07,84.45,
2010-05-10,84.15601,
2010-05-11,84.46700000000001,
2010-05-12,84.82799999999999,
2010-05-13,85.20700000000001,
2010-05-14,86.095,
2010-05-17,86.205,
2010-05-18,87.162,
2010-05-19,86.39201,
2010-05-20,85.565,
2010-05-21,85.37100000000001,
2010-05-24,86.206,
2010-05-25,86.77901,
2010-05-26,87.12100000000001,
2010-05-27,86.18500999999999,
2010-05-28,86.48,
2010-05-31,86.58801,
2010-06-01,86.64301,
2010-06-02,86.79301,
2010-06-03,87.13600000000001,
2010-06-04,88.23299999999999,
2010-06-07,88.40501,
2010-06-08,88.39399999999999,
2010-06-09,87.897,
2010-06-10,87.16901,
2010-06-11,87.507,
2010-06-14,86.51100000000001,
2010-06-15,85.98100000000001,
2010-06-16,86.08301,
2010-06-17,85.68799999999999,
2010-06-18,85.69901,
2010-06-21,85.93200999999999,
2010-06-22,86.10600000000001,
2010-06-23,85.741,
2010-06-24,85.73299999999999,
2010-06-25,85.31299999999999,
2010-06-28,85.652,
2010-06-29,86.025,
2010-06-30,86.01899999999999,
2010-07-01,84.71600000000001,
2010-07-02,84.427,
2010-07-05,84.60799999999999,
2010-07-06,84.083,
2010-07-07,83.82200999999999,
2010-07-08,83.82401,
2010-07-09,83.94700999999999,
2010-07-12,84.20299999999999,
2010-07-13,83.64301,
2010-07-14,83.426,
2010-07-15,82.55801,
2010-07-16,82.48601,
2010-07-19,82.51299999999999,
2010-07-20,82.74700000000001,
2010-07-21,83.39301,
2010-07-22,82.595,
2010-07-23,82.464,
2010-07-26,82.08700999999999,
2010-07-27,82.18500999999999,
2010-07-28,82.179,
2010-07-29,81.63600000000001,
2010-07-30,81.539,
2010-08-02,80.938,
2010-08-03,80.596,
2010-08-04,80.89201,
2010-08-05,80.825,
2010-08-06,80.40701,
2010-08-09,80.71101,
2010-08-10,80.79899999999999,
2010-08-11,82.29,
2010-08-12,82.635,
2010-08-13,82.94801,
2010-08-16,82.53299999999999,
2010-08-17,82.22601,
2010-08-18,82.22301,
2010-08-19,82.44700999999999,
2010-08-20,83.05700999999999,
2010-08-23,83.12299999999999,
2010-08-24,83.146,
2010-08-25,83.26100000000001,
2010-08-26,82.93401,
2010-08-27,82.91801,
2010-08-30,83.164,
2010-08-31,83.20200000000001,
2010-09-01,82.522,
2010-09-02,82.46301,
2010-09-03,82.102,
2010-09-06,82.04201,
2010-09-07,82.82001,
2010-09-08,82.58501,
2010-09-09,82.67399999999999,
2010-09-10,82.69801,
2010-09-13,81.91199999999999,
2010-09-14,81.08,
2010-09-15,81.491,
2010-09-16,81.241,
2010-09-17,81.398,
2010-09-20,81.33501,
2010-09-21,80.439,
2010-09-22,79.83,
2010-09-23,80.01,
2010-09-24,79.395,
2010-09-27,79.33801,
2010-09-28,79.014,
2010-09-29,78.691,
2010-09-30,78.72,
2010-10-01,78.08801,
2010-10-04,78.44700999999999,
2010-10-05,77.749,
2010-10-06,77.38600000000001,
2010-10-07,77.387,
2010-10-08,77.325,
2010-10-11,77.442,
2010-10-12,77.36301,
2010-10-13,77.07101,
2010-10-14,76.64699999999999,
2010-10-15,77.041,
2010-10-18,76.93401,
2010-10-19,78.18401,
2010-10-20,77.17101,
2010-10-21,77.41801,
2010-10-22,77.472,
2010-10-25,77.10300000000001,
2010-10-26,77.708,
2010-10-27,78.149,
2010-10-28,77.30801,
2010-10-29,77.26601,
2010-11-01,77.29601,
2010-11-02,76.722,
2010-11-03,76.48100000000001,
2010-11-04,75.882,
2010-11-05,76.548,
2010-11-08,77.027,
2010-11-09,77.443,
2010-11-10,77.634,
2010-11-11,78.217,
2010-11-12,78.082,
2010-11-15,78.51801,
2010-11-16,79.21001,
2010-11-17,79.08400999999999,
2010-11-18,78.617,
2010-11-19,78.50401,
2010-11-22,78.68200999999999,
2010-11-23,79.68101,
2010-11-24,79.867,
2010-11-25,79.73,
2010-11-26,80.357,
2010-11-29,80.83501,
2010-11-30,81.19501,
2010-12-01,80.71301,
2010-12-02,80.303,
2010-12-03,79.37701,
2010-12-06,79.57101,
2010-12-07,79.857,
2010-12-08,79.997,
2010-12-09,80.069,
2010-12-10,80.07001,
2010-12-13,79.28399999999999,
2010-12-14,79.367,
2010-12-15,80.26100000000001,
2010-12-16,80.18101,
2010-12-17,80.373,
2010-12-20,80.62801,
2010-12-21,80.718,
2010-12-22,80.72700999999999,
2010-12-23,80.52199999999999,
2010-12-24,80.47400999999999,
2010-12-27,80.366,
2010-12-28,80.36501,
2010-12-29,79.79601,
2010-12-30,79.521,
2010-12-31,79.02801,
2011-01-03,79.12701,
2011-01-04,79.444,
2011-01-05,80.258,
2011-01-06,80.791,
2011-01-07,81.012,
2011-01-10,80.881,
2011-01-11,80.846,
2011-01-12,80.03101,
2011-01-13,79.191,
2011-01-14,79.16199999999999,
2011-01-17,79.33700999999999,
2011-01-18,78.96200999999999,
2011-01-19,78.64001,
2011-01-20,78.82301,
2011-01-21,78.21301,
2011-01-24,78.05,
2011-01-25,78.00201,
2011-01-26,77.898,
2011-01-27,77.72700999999999,
2011-01-28,78.133,
2011-01-31,77.735,
2011-02-01,77.067,
2011-02-02,77.158,
2011-02-03,77.748,
2011-02-04,78.04401,
2011-02-07,78.02901,
2011-02-08,77.999,
2011-02-09,77.64101,
2011-02-10,78.25,
2011-02-11,78.46001,
2011-02-14,78.61401,
2011-02-15,78.57301,
2011-02-16,78.22301,
2011-02-17,77.995,
2011-02-18,77.664,
2011-02-21,77.689,
2011-02-22,77.76801,
2011-02-23,77.40899999999999,
2011-02-24,77.05700999999999,
2011-02-25,77.275,
2011-02-28,76.889,
2011-03-01,77.04899999999999,
2011-03-02,76.67101,
2011-03-03,76.483,
2011-03-04,76.4,
2011-03-07,76.49600000000001,
2011-03-08,76.798,
2011-03-09,76.721,
2011-03-10,77.27600000000001,
2011-03-11,76.77600000000001,
2011-03-14,76.34900999999999,
2011-03-15,76.328,
2011-03-16,76.68101,
2011-03-17,76.041,
2011-03-18,75.718,
2011-03-21,75.40100000000001,
2011-03-22,75.43401,
2011-03-23,75.79401,
2011-03-24,75.65601,
2011-03-25,76.217,
2011-03-28,76.12801,
2011-03-29,76.249,
2011-03-30,76.118,
2011-03-31,75.857,
2011-04-01,75.833,
2011-04-04,75.91199999999999,
2011-04-05,75.882,
2011-04-06,75.514,
2011-04-07,75.58501,
2011-04-08,75.066,
2011-04-11,75.056,
2011-04-12,74.85300000000001,
2011-04-13,74.98,
2011-04-14,74.68500999999999,
2011-04-15,74.832,
2011-04-18,75.50401,
2011-04-19,75.02901,
2011-04-20,74.368,
2011-04-21,74.109,
2011-04-22,74.108,
2011-04-25,73.986,
2011-04-26,73.83700999999999,
2011-04-27,73.51899999999999,
2011-04-28,73.12100000000001,
2011-04-29,72.93301,
2011-05-02,72.95100000000001,
2011-05-03,73.14001,
2011-05-04,73.03101,
2011-05-05,74.194,
2011-05-06,74.84100000000001,
2011-05-09,74.73701,
2011-05-10,74.611,
2011-05-11,75.327,
2011-05-12,75.24001,
2011-05-13,75.757,
2011-05-16,75.47,
2011-05-17,75.399,
2011-05-18,75.47501,
2011-05-19,75.123,
2011-05-20,75.43500999999999,
2011-05-23,76.104,
2011-05-24,75.882,
2011-05-25,75.93200999999999,
2011-05-26,75.54899999999999,
2011-05-27,74.954,
2011-05-30,74.958,
2011-05-31,74.638,
2011-06-01,74.67699999999999,
2011-06-02,74.333,
2011-06-03,73.783,
2011-06-06,73.952,
2011-06-07,73.521,
2011-06-08,73.93,
2011-06-09,74.192,
2011-06-10,74.79500999999999,
2011-06-13,74.512,
2011-06-14,74.332,
2011-06-15,75.60101,
2011-06-16,75.75201,
2011-06-17,74.98801,
2011-06-20,75.02901,
2011-06-21,74.541,
2011-06-22,74.783,
2011-06-23,75.44700999999999,
2011-06-24,75.665,
2011-06-27,75.39201,
2011-06-28,75.063,
2011-06-29,74.691,
2011-06-30,74.303,
2011-07-01,74.34900999999999,
2011-07-04,74.275,
2011-07-05,74.691,
2011-07-06,75.122,
2011-07-07,74.957,
2011-07-08,75.179,
2011-07-11,75.98901,
2011-07-12,75.80901,
2011-07-13,75.208,
2011-07-14,75.25301,
2011-07-15,75.12601,
2011-07-18,75.483,
2011-07-19,75.221,
2011-07-20,74.792,
2011-07-21,74.01501,
2011-07-22,74.20100000000001,
2011-07-25,74.064,
2011-07-26,73.47400999999999,
2011-07-27,74.08700999999999,
2011-07-28,74.222,
2011-07-29,73.89699999999999,
2011-08-01,74.262,
2011-08-02,74.513,
2011-08-03,74.04401,
2011-08-04,75.124,
2011-08-05,74.59801,
2011-08-08,74.791,
2011-08-09,74.605,
2011-08-10,74.63600000000001,
2011-08-11,74.67699999999999,
2011-08-12,74.607,
2011-08-15,73.83601,
2011-08-16,74.01,
2011-08-17,73.67399999999999,
2011-08-18,74.244,
2011-08-19,74.009,
2011-08-22,74.07401,
2011-08-23,73.89399999999999,
2011-08-24,74.012,
2011-08-25,74.27901,
2011-08-26,73.814,
2011-08-29,73.721,
2011-08-30,73.94601,
2011-08-31,74.117,
2011-09-01,74.479,
2011-09-02,74.756,
2011-09-05,75.11201,
2011-09-06,75.952,
2011-09-07,75.467,
2011-09-08,76.24600000000001,
2011-09-09,77.192,
2011-09-12,77.578,
2011-09-13,76.91901,
2011-09-14,76.833,
2011-09-15,76.241,
2011-09-16,76.59900999999999,
2011-09-19,77.146,
2011-09-20,77.03001,
2011-09-21,77.342,
2011-09-22,78.455,
2011-09-23,78.50101,
2011-09-26,78.36301,
2011-09-27,77.506,
2011-09-28,77.85200999999999,
2011-09-29,78.02801,
2011-09-30,78.553,
2011-10-03,79.43101,
2011-10-04,79.597,
2011-10-05,78.91901,
2011-10-06,78.634,
2011-10-07,78.72601,
2011-10-10,77.494,
2011-10-11,77.58501,
2011-10-12,76.994,
2011-10-13,76.99600000000001,
2011-10-14,76.623,
2011-10-17,77.146,
2011-10-18,77.138,
2011-10-19,77.11401,
2011-10-20,76.97400999999999,
2011-10-21,76.395,
2011-10-24,76.028,
2011-10-25,76.122,
2011-10-26,76.24600000000001,
2011-10-27,74.87901,
2011-10-28,75.067,
2011-10-31,76.166,
2011-11-01,77.26100000000001,
2011-11-02,77.01701,
2011-11-03,76.672,
2011-11-04,76.96200999999999,
2011-11-07,76.96200999999999,
2011-11-08,76.58601,
2011-11-09,77.926,
2011-11-10,77.743,
2011-11-11,76.94501,
2011-11-14,77.569,
2011-11-15,77.872,
2011-11-16,78.01601,
2011-11-17,78.28201,
2011-11-18,78.064,
2011-11-21,78.3,
2011-11-22,78.26601,
2011-11-23,79.14101,
2011-11-24,79.14101,
2011-11-25,79.686,
2011-11-28,79.263,
2011-11-29,79.007,
2011-11-30,78.384,
2011-12-01,78.328,
2011-12-02,78.625,
2011-12-05,78.57001,
2011-12-06,78.499,
2011-12-07,78.485,
2011-12-08,78.832,
2011-12-09,78.632,
2011-12-12,79.53399999999999,
2011-12-13,80.242,
2011-12-14,80.589,
2011-12-15,80.32101,
2011-12-16,80.256,
2011-12-19,80.25,
2011-12-20,79.882,
2011-12-21,80.02199999999999,
2011-12-22,79.964,
2011-12-23,79.93,
2011-12-26,79.92101,
2011-12-27,79.797,
2011-12-28,80.497,
2011-12-29,80.486,
2011-12-30,80.178,
2012-01-02,80.28001,
2012-01-03,79.611,
2012-01-04,80.12901,
2012-01-05,80.936,
2012-01-06,81.25401,
2012-01-09,81.051,
2012-01-10,80.805,
2012-01-11,81.35101,
2012-01-12,80.77,
2012-01-13,81.51501,
2012-01-16,81.51501,
2012-01-17,81.18200999999999,
2012-01-18,80.609,
2012-01-19,80.21600000000001,
2012-01-20,80.22301,
2012-01-23,79.783,
2012-01-24,79.868,
2012-01-25,79.579,
2012-01-26,79.395,
2012-01-27,78.902,
2012-01-30,79.16701,
2012-01-31,79.288,
2012-02-01,78.922,
2012-02-02,78.991,
2012-02-03,78.92399999999999,
2012-02-06,79.069,
2012-02-07,78.57600000000001,
2012-02-08,78.64101,
2012-02-09,78.566,
2012-02-10,79.11401,
2012-02-13,78.94601,
2012-02-14,79.58,
2012-02-15,79.67000999999999,
2012-02-16,79.34801,
2012-02-17,79.331,
2012-02-20,79.331,
2012-02-21,79.04401,
2012-02-22,79.21101,
2012-02-23,78.819,
2012-02-24,78.35200999999999,
2012-02-27,78.568,
2012-02-28,78.273,
2012-02-29,78.73701,
2012-03-01,78.789,
2012-03-02,79.40301,
2012-03-05,79.3,
2012-03-06,79.866,
2012-03-07,79.71200999999999,
2012-03-08,79.13901,
2012-03-09,80.041,
2012-03-12,79.89001,
2012-03-13,80.193,
2012-03-14,80.565,
2012-03-15,80.15,
2012-03-16,79.786,
2012-03-19,79.452,
2012-03-20,79.593,
2012-03-21,79.65701,
2012-03-22,79.736,
2012-03-23,79.345,
2012-03-26,78.982,
2012-03-27,79.047,
2012-03-28,79.12601,
2012-03-29,79.186,
2012-03-30,79.00401,
2012-04-02,78.82001,
2012-04-03,79.483,
2012-04-04,79.77801,
2012-04-05,80.07600000000001,
2012-04-06,79.88600000000001,
2012-04-09,79.733,
2012-04-10,79.89101,
2012-04-11,79.79500999999999,
2012-04-12,79.285,
2012-04-13,79.888,
2012-04-16,79.555,
2012-04-17,79.47601,
2012-04-18,79.538,
2012-04-19,79.561,
2012-04-20,79.194,
2012-04-23,79.42000999999999,
2012-04-24,79.22501,
2012-04-25,79.012,
2012-04-26,78.91901,
2012-04-27,78.70900999999999,
2012-04-30,78.77600000000001,
2012-05-01,78.86401,
2012-05-02,79.132,
2012-05-03,79.221,
2012-05-04,79.498,
2012-05-07,79.60300000000001,
2012-05-08,79.73801,
2012-05-09,80.08,
2012-05-10,80.11201,
2012-05-11,80.26401,
2012-05-14,80.60600000000001,
2012-05-15,81.221,
2012-05-16,81.372,
2012-05-17,81.383,
2012-05-18,81.29201,
2012-05-21,81.08400999999999,
2012-05-22,81.493,
2012-05-23,82.094,
2012-05-24,82.34700000000001,
2012-05-25,82.402,
2012-05-28,82.402,
2012-05-29,82.48,
2012-05-30,83.01801,
2012-05-31,83.04301,
2012-06-01,82.89001,
2012-06-04,82.55700999999999,
2012-06-05,82.825,
2012-06-06,82.32101,
2012-06-07,82.051,
2012-06-08,82.51100000000001,
2012-06-11,82.51501,
2012-06-12,82.42299999999999,
2012-06-13,82.05801,
2012-06-14,81.99001,
2012-06-15,81.62801,
2012-06-18,81.94601,
2012-06-19,81.37801,
2012-06-20,81.583,
2012-06-21,82.29,
2012-06-22,82.256,
2012-06-25,82.49700000000001,
2012-06-26,82.37200000000001,
2012-06-27,82.618,
2012-06-28,82.80700999999999,
2012-06-29,81.62701,
2012-07-02,81.87,
2012-07-03,81.78201,
2012-07-04,81.78201,
2012-07-05,82.81299999999999,
2012-07-06,83.37701,
2012-07-09,83.161,
2012-07-10,83.4,
2012-07-11,83.568,
2012-07-12,83.65899999999999,
2012-07-13,83.34900999999999,
2012-07-16,83.09801,
2012-07-17,83.03201,
2012-07-18,83.068,
2012-07-19,82.883,
2012-07-20,83.478,
2012-07-23,83.706,
2012-07-24,84.005,
2012-07-25,83.524,
2012-07-26,82.80801,
2012-07-27,82.70900999999999,
2012-07-30,82.79401,
2012-07-31,82.635,
2012-08-01,83.05801,
2012-08-02,83.36101,
2012-08-03,82.37501,
2012-08-06,82.26601,
2012-08-07,82.21001,
2012-08-08,82.39399999999999,
2012-08-09,82.63799999999999,
2012-08-10,82.553,
2012-08-13,82.43500999999999,
2012-08-14,82.48299999999999,
2012-08-15,82.645,
2012-08-16,82.35700000000001,
2012-08-17,82.596,
2012-08-20,82.456,
2012-08-21,81.90701,
2012-08-22,81.486,
2012-08-23,81.359,
2012-08-24,81.593,
2012-08-27,81.658,
2012-08-28,81.37,
2012-08-29,81.54899999999999,
2012-08-30,81.691,
2012-08-31,81.208,
2012-09-03,81.208,
2012-09-04,81.312,
2012-09-05,81.235,
2012-09-06,81.04,
2012-09-07,80.25201,
2012-09-10,80.357,
2012-09-11,79.857,
2012-09-12,79.73701,
2012-09-13,79.262,
2012-09-14,78.847,
2012-09-17,79.01,
2012-09-18,79.249,
2012-09-19,79.055,
2012-09-20,79.411,
2012-09-21,79.328,
2012-09-24,79.51801,
2012-09-25,79.55199999999999,
2012-09-26,79.885,
2012-09-27,79.548,
2012-09-28,79.93500999999999,
2012-10-01,79.82401,
2012-10-02,79.744,
2012-10-03,79.965,
2012-10-04,79.35300000000001,
2012-10-05,79.33700999999999,
2012-10-08,79.54,
2012-10-09,79.95100000000001,
2012-10-10,79.91701,
2012-10-11,79.775,
2012-10-12,79.66701,
2012-10-15,79.742,
2012-10-16,79.40501,
2012-10-17,79.01601,
2012-10-18,79.367,
2012-10-19,79.62100000000001,
2012-10-22,79.652,
2012-10-23,79.97601,
2012-10-24,79.914,
2012-10-25,80.04401,
2012-10-26,80.068,
2012-10-29,80.232,
2012-10-30,79.93101,
2012-10-31,79.91901,
2012-11-01,80.047,
2012-11-02,80.593,
2012-11-05,80.749,
2012-11-06,80.61301,
2012-11-07,80.759,
2012-11-08,80.79301,
2012-11-09,81.02600000000001,
2012-11-12,81.035,
2012-11-13,81.08400999999999,
2012-11-14,81.05601,
2012-11-15,81.078,
2012-11-16,81.257,
2012-11-19,80.874,
2012-11-20,80.957,
2012-11-21,80.93200999999999,
2012-11-22,80.699,
2012-11-23,80.192,
2012-11-26,80.25101,
2012-11-27,80.402,
2012-11-28,80.33601,
2012-11-29,80.204,
2012-11-30,80.15301,
2012-12-03,79.882,
2012-12-04,79.64399999999999,
2012-12-05,79.774,
2012-12-06,80.258,
2012-12-07,80.408,
2012-12-10,80.328,
2012-12-11,80.061,
2012-12-12,79.815,
2012-12-13,79.928,
2012-12-14,79.58,
2012-12-17,79.568,
2012-12-18,79.359,
2012-12-19,79.26899999999999,
2012-12-20,79.26100000000001,
2012-12-21,79.617,
2012-12-24,79.64201,
2012-12-25,79.67,
2012-12-26,79.62100000000001,
2012-12-27,79.62,
2012-12-28,79.678,
2012-12-31,79.76899999999999,
2013-01-01,79.736,
2013-01-02,79.845,
2013-01-03,80.382,
2013-01-04,80.499,
2013-01-07,80.256,
2013-01-08,80.345,
2013-01-09,80.55700999999999,
2013-01-10,79.73801,
2013-01-11,79.563,
2013-01-14,79.48801,
2013-01-15,79.77901,
2013-01-16,79.804,
2013-01-17,79.649,
2013-01-18,80.036,
2013-01-21,80.036,
2013-01-22,79.874,
2013-01-23,79.92000999999999,
2013-01-24,79.94901,
2013-01-25,79.748,
2013-01-28,79.78,
2013-01-29,79.564,
2013-01-30,79.28101,
2013-01-31,79.207,
2013-02-01,79.125,
2013-02-04,79.554,
2013-02-05,79.48801,
2013-02-06,79.721,
2013-02-07,80.192,
2013-02-08,80.24600000000001,
2013-02-11,80.31000999999999,
2013-02-12,80.10600000000001,
2013-02-13,80.09100000000001,
2013-02-14,80.458,
2013-02-15,80.58,
2013-02-18,80.627,
2013-02-19,80.468,
2013-02-20,81.069,
2013-02-21,81.46101,
2013-02-22,81.482,
2013-02-25,81.67000999999999,
2013-02-26,81.87,
2013-02-27,81.60200999999999,
2013-02-28,81.94901,
2013-03-01,82.31299999999999,
2013-03-04,82.19501,
2013-03-05,82.08700999999999,
2013-03-06,82.45900999999999,
2013-03-07,82.081,
2013-03-08,82.69601,
2013-03-11,82.57301,
2013-03-12,82.58400999999999,
2013-03-13,82.88901,
2013-03-14,82.60600000000001,
2013-03-15,82.26100000000001,
2013-03-18,82.694,
2013-03-19,82.98901,
2013-03-20,82.77901,
2013-03-21,82.74001,
2013-03-22,82.376,
2013-03-25,82.82799999999999,
2013-03-26,82.881,
2013-03-27,83.221,
2013-03-28,82.99600000000001,
2013-03-29,82.976,
2013-04-01,82.73299999999999,
2013-04-02,82.92399999999999,
2013-04-03,82.71799999999999,
2013-04-04,82.677,
2013-04-05,82.49600000000001,
2013-04-08,82.75201,
2013-04-09,82.30901,
2013-04-10,82.53201,
2013-04-11,82.24700000000001,
2013-04-12,82.311,
2013-04-15,82.41701,
2013-04-16,81.749,
2013-04-17,82.68401,
2013-04-18,82.55901,
2013-04-19,82.714,
2013-04-22,82.676,
2013-04-23,83.04799999999999,
2013-04-24,83.04799999999999,
2013-04-25,82.744,
2013-04-26,82.50201,
2013-04-29,82.147,
2013-04-30,81.74600000000001,
2013-05-01,81.484,
2013-05-02,82.22400999999999,
2013-05-03,82.12501,
2013-05-06,82.315,
2013-05-07,82.25301,
2013-05-08,81.896,
2013-05-09,82.79301,
2013-05-10,83.14301,
2013-05-13,83.277,
2013-05-14,83.595,
2013-05-15,83.83,
2013-05-16,83.58801,
2013-05-17,84.25201,
2013-05-20,83.73601,
2013-05-21,83.86401,
2013-05-22,84.35200999999999,
2013-05-23,83.8,
2013-05-24,83.7,
2013-05-27,83.7,
2013-05-28,84.10001,
2013-05-29,83.66,
2013-05-30,83.04201,
2013-05-31,83.37501,
2013-06-03,82.65601,
2013-06-04,82.76899999999999,
